date, pm25, pm10, o3, no2, so2
2024/9/21, , 33, 37, 5, 
2024/9/26, , 15, 30, 6, 1
2024/9/29, , 15, 17, 12, 1
2024/10/1, , 9, 15, 9, 
2024/6/3, , 18, 43, 12, 2
2024/6/6, , 19, 31, 10, 2
2024/6/28, , 13, 28, 3, 2
2024/2/28, , 12, 34, 7, 2
2024/3/18, , 16, 29, 8, 
2023/10/31, , 10, 27, 4, 
2023/4/4, , 13, 38, 7, 1
2023/4/10, , 6, , , 
2023/4/15, , 13, , , 
2023/5/1, , 23, , , 
2023/6/8, , 12, , , 
2023/1/11, , 18, 19, 16, 
2023/2/5, , 13, 7, 22, 1
2023/2/8, , 8, 27, 4, 1
2023/2/14, , 15, 15, 24, 2
2023/2/21, , 27, 29, 13, 2
2023/2/27, , 13, 36, 6, 2
2023/3/14, , 15, 22, 9, 
2023/3/18, , 7, 33, 5, 
2023/3/25, , 14, 37, 5, 1
2023/3/28, , 22, 44, 15, 1
2022/10/1, , 14, 39, 18, 
2022/11/13, , 8, 25, 11, 
2022/11/19, , 12, 29, 14, 
2022/11/28, , 17, , , 
2022/8/21, , 10, 14, 3, 
2022/9/17, , 13, 38, 10, 
2022/9/19, , 30, 41, 17, 
2022/9/24, , 9, 32, 2, 
2022/1/15, , 30, 18, 14, 
2022/1/29, , 12, 23, 17, 
2022/2/5, , 12, 18, 13, 
2021/10/6, , 19, 14, 15, 
2021/10/9, , 18, 28, 5, 4
2021/10/31, , 6, 14, 3, 
2021/11/22, , 11, 26, 11, 
2021/12/25, , 10, 29, 5, 
2021/4/9, , 13, 30, 5, 
2021/4/13, , 15, 22, 9, 
2021/4/27, , 11, 41, 7, 
2021/5/1, , 7, 39, 5, 
2021/5/4, , 10, 30, 3, 
2021/5/8, , 5, 35, 2, 
2021/5/22, , 9, 36, 2, 
2021/6/2, , 8, 32, 2, 
2021/6/6, , 18, 34, 4, 
2021/6/8, , 14, 32, 5, 2
2021/6/12, , 18, 39, 6, 1
2021/6/16, , 15, 26, 7, 
2021/6/19, , 11, 30, 2, 1
2021/6/22, , 18, 36, 4, 
2021/1/23, , 20, 8, 11, 
2021/1/31, , 14, , 8, 
2021/2/14, , 21, 33, 18, 
2021/2/21, , 16, 33, 8, 
2021/3/20, , 11, 36, 5, 
2020/10/11, , 11, 30, 8, 
2020/10/18, , 22, 28, 9, 
2020/11/8, , 16, 8, 25, 
2020/11/12, , 22, 7, 15, 
2020/11/14, , 15, 19, 8, 
2020/11/22, , 29, 13, 27, 
2020/11/28, , 8, 21, 8, 
2020/12/8, , 21, 14, 23, 
2020/12/20, , 28, 7, 20, 
2020/12/30, , 37, , 28, 
2020/7/9, , 19, 29, 5, 
2020/7/28, , 16, , 7, 
2020/8/1, , 17, 26, 1, 
2020/8/22, , 10, 30, 2, 
2020/9/8, , 29, 41, 16, 
2020/9/14, , 13, 23, 5, 
2020/9/19, , 13, , 7, 
2020/9/23, , 11, 28, 9, 
2020/5/20, , 16, 33, 7, 
2020/6/29, , 14, 21, 4, 
2020/1/31, , 16, 25, 8, 
2020/2/2, , 14, 16, 14, 1
2019/10/20, , 11, 23, 20, 1
2019/10/30, , 17, 9, 13, 
2019/11/3, , 8, 42, 11, 
2019/11/21, , 8, 28, 8, 1
2019/12/8, , 16, 18, 21, 
2019/7/14, , 17, 31, 5, 
2019/9/16, , 23, 34, 18, 
2018/12/31, , 18, 13, 22, 1
2018/1/18, , 10, 27, 4, 2
2018/3/25, , 8, 35, 8, 
2017/10/7, , 37, 30, 30, 1
2017/7/26, , 13, 23, 6, 
2017/9/9, , 11, 22, 4, 1
2017/5/20, , 30, 34, 5, 1
2017/3/5, , 16, 25, 12, 
2017/3/6, , 9, 28, 12, 
2017/3/7, , 13, 21, 24, 1
2017/3/8, , 17, 22, 27, 1
2017/3/15, , 18, 31, 12, 1
2017/3/16, , 18, 30, 18, 
2017/3/17, , 21, 40, 18, 1
2017/3/18, , 27, 30, 18, 
2017/3/19, , 11, 32, 5, 
2017/3/20, , 8, 34, 10, 
2017/3/21, , 10, 32, 9, 1
2017/3/22, , 4, 34, 11, 
2017/3/23, , 5, 30, 13, 1
2017/3/24, , 5, 36, 8, 
2017/3/25, , 6, 35, 10, 1
2017/3/26, , 14, 33, 9, 1
2017/3/27, , 17, 30, 17, 
2017/3/28, , 21, 28, 25, 
2017/3/29, , 33, 35, 20, 
2016/9/17, , 10, 36, 8, 1
2016/4/16, , 8, 36, 9, 
2016/6/18, , 9, 35, 4, 
2016/6/24, , 14, 28, 4, 
2016/6/25, , 18, 33, 4, 
2016/6/26, , 18, 42, 11, 1
2016/6/27, , 18, 46, 9, 1
2015/10/17, , 13, 27, 10, 1
2016/1/1, , 25, 20, 21, 
2015/7/7, , 12, 28, 7, 
2015/7/17, , 5, 25, 4, 
2015/8/16, , 6, 21, 4, 
2015/8/26, , 11, 10, 9, 
2015/9/19, , 12, 25, 15, 2
2015/9/20, , 21, , 26, 1
2015/9/21, , 11, 30, , 
2015/9/22, , 15, 28, , 1
2015/9/23, , 15, 26, , 1
2015/9/26, , 23, 36, 9, 
2015/4/5, , 23, 22, 17, 1
2015/5/22, , 17, , , 
2015/5/23, , 18, , 5, 
2015/5/24, , 19, 45, 9, 1
2015/5/27, , 25, 50, 18, 1
2015/6/2, , 10, 29, 10, 
2015/6/7, , 35, 49, 12, 
2015/1/1, , 47, 15, 26, 
2015/1/3, , 32, 13, 27, 
2015/1/4, , 42, 12, 27, 1
2015/1/9, , 28, 11, 29, 
2015/1/10, , 20, 9, 18, 1
2015/1/11, , 25, 10, , 
2015/1/14, , 13, , 47, 2
2015/1/24, , 8, 3, 35, 
2015/1/25, , 24, 18, 16, 1
2015/1/26, , 15, 24, 16, 
2015/1/27, , 21, 24, 15, 
2015/1/31, , 5, 30, 8, 
2015/2/1, , 10, 30, 13, 
2015/3/15, , 14, 35, 7, 
2015/3/16, , 18, 29, 16, 1
2015/3/17, , 14, 27, 17, 
2015/3/23, , 12, 28, 6, 1
2014/10/8, , 7, 15, 19, 1
2014/11/3, , 6, 23, 15, 
2014/11/9, , 18, 17, 17, 
2014/11/19, , 10, 19, 13, 
2014/11/20, , 11, 2, 19, 1
2014/11/21, , 33, 10, 12, 
2014/11/27, , 10, 17, , 
2014/12/3, , 9, 18, 15, 
2014/12/23, , 20, 12, 20, 1
2014/12/24, , 32, 17, 16, 
2014/12/25, , 20, 13, 21, 1
2014/12/27, , 20, 24, 8, 
2014/6/30, , 7, 21, 5, 
2014/7/2, , 20, 39, 4, 1
2014/7/6, , 15, 29, 5, 1
2014/8/20, , 12, 31, 7, 1
2014/8/21, , 15, 33, 6, 1
2014/9/8, , 17, 24, 10, 5
2014/5/11, , 19, 33, 7, 
2014/5/16, , 28, , 18, 1
2014/5/19, , 11, 45, 7, 
2014/5/26, , 5, 27, 10, 6
2014/5/29, , 7, 30, 6, 1
2014/6/10, , 13, 37, 10, 1
2014/6/21, , 17, 32, 5, 
2014/1/30, , 12, 13, 20, 3
2014/3/11, , 29, 34, 16, 
2025/4/3, , , 33, 6, 
2025/4/4, , , 38, 4, 
2025/4/5, , , 39, 6, 
2025/4/6, , , 34, 4, 
2025/4/7, , , 34, 11, 
2025/4/8, , , 30, 13, 
2025/4/9, , , 32, 15, 
2025/4/10, , , 33, 15, 
2025/4/11, , , 26, 9, 
2025/4/12, , , 27, 7, 
2025/4/13, , , 38, 6, 
2025/4/14, , , 34, 8, 
2025/4/15, , , 35, 7, 
2025/4/16, , , 32, 11, 
2025/4/17, , , 29, 6, 
2025/4/18, , , 32, 3, 
2025/4/19, , , 38, 3, 
2025/4/21, , , 30, 12, 
2025/4/23, , , 37, 6, 
2025/4/24, , , 33, 7, 
2025/4/25, , , 31, 2, 
2025/4/26, , , 35, 2, 
2025/4/27, , , 33, 4, 
2025/4/28, , , 25, 5, 
2025/4/30, , , 40, 5, 
2025/5/1, , , 38, 5, 
2025/5/2, , , 30, 4, 
2025/5/7, , , 42, 14, 
2025/5/8, , , 36, 12, 
2025/5/9, , , 38, 10, 
2025/5/10, , , 40, 8, 
2025/5/11, , , 40, 8, 
2025/5/12, , , 33, 9, 
2025/5/13, , , 33, 7, 
2025/5/14, , , 37, 7, 
2025/5/15, , , 36, 5, 
2025/1/1, , , 22, 13, 3
2025/1/2, , , 14, 20, 2
2025/1/3, , , 12, 20, 1
2025/1/4, , , 32, 9, 1
2025/1/5, , , 35, 3, 
2025/1/6, , , 29, 19, 1
2025/1/7, , , 29, 16, 1
2025/1/8, , , 33, 12, 1
2025/1/9, , , 18, 20, 1
2025/1/10, , , 17, 16, 1
2025/1/11, , , 21, 12, 1
2025/1/12, , , 23, 7, 1
2025/1/13, , , 19, 18, 1
2025/1/14, , , 22, 13, 1
2025/1/15, , , 22, 19, 1
2025/1/17, , , 28, 9, 1
2025/1/18, , , 23, 15, 1
2025/1/19, , , 23, 11, 1
2025/1/25, , , 32, 12, 1
2025/1/26, , , 34, 2, 1
2025/1/27, , , 32, 5, 
2025/1/30, , , 35, 4, 1
2025/1/31, , , 29, 11, 1
2025/2/1, , , 22, 9, 1
2025/2/2, , , 36, 3, 1
2025/2/3, , , 30, 13, 1
2025/2/4, , , 22, 20, 1
2025/2/5, , , 23, 20, 1
2025/2/6, , , 15, 25, 1
2025/2/7, , , 23, 17, 1
2025/2/8, , , 22, 20, 1
2025/2/9, , , 22, 12, 1
2025/2/10, , , 26, 10, 1
2025/2/13, , , 23, 17, 1
2025/2/14, , , 26, 13, 1
2025/2/15, , , 28, 8, 1
2025/2/16, , , 33, 9, 1
2025/2/17, , , 15, 19, 1
2025/2/18, , , 27, 7, 1
2025/2/19, , , 28, 11, 1
2025/2/20, , , 27, 14, 1
2025/2/21, , , 30, 14, 1
2025/2/22, , , 30, 16, 1
2025/2/23, , , 28, 18, 1
2025/2/24, , , 28, 15, 1
2025/2/26, , , 23, 12, 1
2025/2/28, , , 25, 9, 1
2025/3/1, , , 5, 25, 1
2025/3/4, , , 20, 11, 1
2025/3/5, , , 19, 10, 1
2025/3/6, , , 31, 8, 1
2025/3/7, , , 35, 8, 1
2025/3/8, , , 38, 5, 1
2025/3/9, , , 35, 4, 2
2025/3/10, , , 36, 4, 2
2025/3/11, , , 34, 8, 2
2025/3/12, , , 28, 13, 2
2025/3/13, , , 28, 11, 
2025/3/14, , , 32, 9, 
2025/3/15, , , 36, 10, 
2025/3/16, , , 33, 9, 
2025/3/17, , , 30, 7, 
2025/3/18, , , 36, 8, 
2025/3/19, , , 37, 3, 
2025/3/20, , , 40, 7, 
2025/3/21, , , 37, 6, 
2025/3/22, , , 34, 5, 
2025/3/23, , , 36, 5, 
2025/3/24, , , 35, 7, 
2025/3/27, , , 37, 12, 
2024/10/3, , , 14, 9, 1
2024/10/4, , , 15, 4, 1
2024/10/5, , , 15, 4, 1
2024/10/6, , , 15, 3, 1
2024/10/7, , , 26, 10, 1
2024/10/8, , , 31, 6, 1
2024/10/9, , , 28, 6, 1
2024/10/10, , , 27, 9, 1
2024/10/12, , , 31, 7, 1
2024/10/13, , , 27, 7, 1
2024/10/14, , , 25, 15, 1
2024/10/15, , , 24, 9, 1
2024/10/29, , , 29, 11, 1
2024/10/30, , , 30, 8, 1
2024/10/31, , , 29, 12, 1
2024/11/1, , , 25, 9, 1
2024/11/2, , , 25, 14, 1
2024/11/3, , , 23, 11, 1
2024/11/4, , , 23, 12, 1
2024/11/5, , , 27, 18, 1
2024/11/6, , , 20, 20, 1
2024/11/7, , , 21, 17, 1
2024/11/8, , , 12, 20, 1
2024/11/9, , , 30, 16, 1
2024/11/10, , , 28, 11, 1
2024/11/11, , , 23, 14, 1
2024/11/12, , , 25, 15, 1
2024/11/13, , , 25, 9, 1
2024/11/14, , , 16, 9, 1
2024/11/15, , , 26, 8, 1
2024/11/16, , , 22, 10, 1
2024/11/17, , , 18, 11, 1
2024/11/18, , , 16, 23, 1
2024/11/19, , , 18, 19, 2
2024/11/20, , , 22, 25, 2
2024/11/21, , , 22, 20, 1
2024/11/22, , , 26, 19, 1
2024/11/23, , , 26, 10, 1
2024/11/24, , , 34, 6, 1
2024/11/25, , , 26, 25, 1
2024/11/26, , , 13, 23, 1
2024/11/28, , , 16, 12, 1
2024/11/29, , , 8, 19, 1
2024/11/30, , , 6, 17, 2
2024/12/1, , , 6, 10, 1
2024/12/2, , , 24, 10, 1
2024/12/3, , , 28, 26, 2
2024/12/5, , , 24, 18, 2
2024/12/6, , , 22, 14, 2
2024/12/7, , , 32, 5, 2
2024/12/8, , , 34, 3, 2
2024/12/9, , , 29, 4, 2
2024/12/10, , , 17, 19, 2
2024/12/12, , , 17, 15, 2
2024/12/13, , , 10, 15, 2
2024/12/14, , , 18, 13, 2
2024/12/15, , , 19, 7, 2
2024/12/16, , , 20, 7, 2
2024/12/17, , , 17, 12, 2
2024/12/18, , , 31, 10, 2
2024/12/19, , , 28, 11, 2
2024/12/20, , , 20, 14, 2
2024/12/21, , , 22, 15, 3
2024/12/22, , , 33, 10, 3
2024/12/23, , , 28, 11, 3
2024/12/24, , , 25, 11, 3
2024/12/25, , , 19, 12, 3
2024/12/27, , , 16, 15, 3
2024/12/28, , , 18, 13, 3
2024/12/29, , , 20, 14, 3
2024/7/21, , , 53, 9, 
2024/8/1, , , 34, 2, 
2024/8/2, , , 33, 2, 
2024/8/3, , , 36, 3, 
2024/8/4, , , 27, 3, 
2024/8/10, , , 38, 4, 
2024/8/11, , , 27, 2, 
2024/8/12, , , 33, 2, 
2024/8/13, , , 29, 3, 
2024/8/25, , , 35, 1, 
2024/8/29, , , 37, 4, 
2024/8/30, , , 36, 3, 
2024/8/31, , , 35, 1, 
2024/9/1, , , 39, 3, 
2024/9/2, , , 37, 3, 
2024/9/3, , , 36, 6, 
2024/9/4, , , 37, 3, 
2024/9/5, , , 36, 5, 
2024/9/6, , , 34, 12, 
2024/9/7, , , 40, 2, 
2024/9/8, , , 39, 4, 
2024/9/9, , , 39, 3, 
2024/9/10, , , 32, 3, 
2024/9/11, , , 28, 3, 
2024/9/12, , , 34, 5, 
2024/9/13, , , 37, 5, 
2024/9/14, , , 44, 10, 
2024/9/15, , , 46, 17, 2
2024/9/16, , , 40, 11, 1
2024/9/17, , , 36, 6, 
2024/9/18, , , 37, 9, 
2024/9/19, , , 30, 5, 
2024/9/20, , , 40, 5, 
2024/9/23, , , 29, 10, 
2024/9/24, , , 11, 6, 
2024/9/25, , , 25, 6, 
2024/9/28, , , 36, 9, 1
2024/9/30, , , 18, 6, 1
2024/6/26, , , 33, 11, 2
2024/6/27, , , 22, 10, 2
2023/4/3, , , 5, 30, 1
2023/4/9, , , 28, 25, 2
2023/1/10, , , 19, 13, 
2022/11/12, , , 22, 15, 
2021/10/30, , , 16, 5, 
2021/4/8, , , 39, 4, 
2021/5/7, , , 22, 4, 
2021/6/1, , , 27, 25, 1
2021/6/5, , , 31, 3, 
2021/6/11, , , 33, 8, 
2021/6/15, , , 39, 4, 2
2021/6/21, , , 33, 4, 
2020/10/17, , , 34, 10, 
2020/12/24, , , 20, 6, 
2020/12/25, , , 22, 10, 
2020/12/26, , , , 21, 
2020/9/7, , , 27, 23, 
2020/9/13, , , 21, 6, 
2020/1/30, , , 18, 14, 
2020/2/1, , , 23, 9, 
2018/3/24, , , 38, 3, 
2017/7/25, , , 26, 5, 
2015/8/3, , , 22, 7, 
2015/9/17, , , 33, 8, 2
2015/9/25, , , 35, 8, 1
2015/5/21, , , 34, 7, 1
2015/5/26, , , 45, , 
2015/1/12, , , 11, , 
2015/1/30, , , 20, 10, 1
2015/3/18, , , 15, 16, 1
2014/11/7, , , 23, 14, 
2014/11/8, , , 24, 19, 1
2014/9/15, , , 28, 5, 1
2014/5/18, , , 43, 9, 
2014/5/27, , , 27, 8, 
2015/8/24, , , , 7, 
2015/8/25, , , , 8, 
2015/9/13, , , , 12, 
2015/9/14, , , , 7, 
2015/9/15, , , , 8, 
2015/9/16, , , , 14, 1
2015/9/18, , , , 11, 
2015/5/31, , , , 4, 
2015/1/20, , , , 8, 
2015/2/6, , , , 27, 
2015/3/19, , , , 11, 1
2018/3/23, , , , , 1
